,name,qtype,refer,Al,Ti,Li,Ge,Sr
1260,Zinnwald,greisen,Müller et al. 2018,8.2,1.5,1.4,1.9,0.08
1261,Zinnwald,greisen,Müller et al. 2018,150.5,4.0,20.7,1.1,0.07
1262,Zinnwald,greisen,Müller et al. 2018,187.7,0.8,27.9,1.7,0.06
1263,Zinnwald,greisen,Müller et al. 2018,93.0,2.9,9.3,0.8,0.02
1264,Zinnwald,greisen,Müller et al. 2018,136.4,0.9,36.1,1.3,0.05
1265,Zinnwald,greisen,Müller et al. 2018,165.9,1.6,34.9,1.7,0.05
1266,Zinnwald,greisen,Müller et al. 2018,148.7,1.6,24.1,1.0,0.07
1267,Zinnwald,greisen,Müller et al. 2018,112.5,2.9,35.6,1.4,0.06
1268,Zinnwald,greisen,Müller et al. 2018,41.5,2.7,0.7,0.8,0.04
1269,Zinnwald,greisen,Müller et al. 2018,88.1,2.7,1.6,0.9,0.04
1270,Zinnwald,greisen,Müller et al. 2018,119.3,0.8,9.3,1.7,0.09
1272,Zinnwald,greisen,Müller et al. 2018,154.0,1.1,7.5,1.9,0.54
1273,Zinnwald,greisen,Müller et al. 2018,172.3,2.8,36.1,2.4,0.05
1274,Zinnwald,greisen,Müller et al. 2018,132.7,2.7,32.2,2.2,0.05
1275,Zinnwald,greisen,Müller et al. 2018,186.2,2.2,23.5,2.0,0.03
1276,Zinnwald,greisen,Müller et al. 2018,63.2,0.9,1.0,0.6,0.08
1277,Zinnwald,greisen,Müller et al. 2018,74.5,1.4,9.8,0.7,0.07
1278,Zinnwald,greisen,Müller et al. 2018,28.1,0.7,4.0,0.7,0.06
1279,Zinnwald,greisen,Müller et al. 2018,55.9,1.0,4.2,0.8,0.06
1280,Zinnwald,greisen,Müller et al. 2018,52.5,0.4,5.3,0.9,0.05
1281,Zinnwald,greisen,Müller et al. 2018,30.9,1.2,4.7,1.1,0.07
1282,Zinnwald,greisen,Müller et al. 2018,136.1,0.6,8.6,1.3,0.06
1283,Zinnwald,greisen,Müller et al. 2018,110.5,2.0,10.4,0.4,0.04
1284,Zinnwald,greisen,Müller et al. 2018,104.7,0.8,10.9,0.5,0.05
1286,Zinnwald,greisen,Müller et al. 2018,101.4,1.8,16.8,0.6,0.07
1287,Zinnwald,greisen,Müller et al. 2018,102.9,1.5,12.6,0.6,0.05
1288,Zinnwald,greisen,Müller et al. 2018,90.9,1.6,5.8,1.0,0.09
1289,Zinnwald,greisen,Müller et al. 2018,139.2,0.9,4.0,1.4,0.09
1290,Zinnwald,greisen,Müller et al. 2018,121.0,1.2,6.9,1.3,0.06
1291,Zinnwald,greisen,Müller et al. 2018,51.3,0.7,5.3,0.9,1.15
1292,Zinnwald,greisen,Müller et al. 2018,84.4,2.8,1.7,1.5,0.04
1293,Zinnwald,greisen,Müller et al. 2018,137.3,1.5,9.2,1.9,0.07
1294,Zinnwald,greisen,Müller et al. 2018,123.8,4.1,4.8,1.8,0.05
1295,Zinnwald,greisen,Müller et al. 2018,70.8,4.4,7.4,1.5,0.04
1296,Zinnwald,greisen,Müller et al. 2018,95.8,4.4,5.4,1.5,0.07
1297,Zinnwald,greisen,Müller et al. 2018,68.3,0.8,6.6,1.0,0.06
1298,Zinnwald,greisen,Müller et al. 2018,74.2,0.9,7.2,1.0,0.05
1299,Zinnwald,greisen,Müller et al. 2018,30.2,0.7,2.5,1.0,0.05
1300,Zinnwald,greisen,Müller et al. 2018,81.9,2.6,6.7,1.7,0.05
1301,Zinnwald,greisen,Müller et al. 2018,81.2,1.7,5.3,1.5,0.12
1303,Zinnwald,greisen,Müller et al. 2018,310.0,6.3,8.2,1.7,0.03
1304,Zinnwald,greisen,Müller et al. 2018,188.9,4.5,1.6,1.8,0.06
1305,Zinnwald,greisen,Müller et al. 2018,310.1,5.6,4.3,1.6,0.04
1306,Zinnwald,greisen,Müller et al. 2018,95.6,6.9,14.3,1.8,0.06
1307,Zinnwald,greisen,Müller et al. 2018,330.4,6.3,8.4,2.1,0.08
1308,Zinnwald,greisen,Müller et al. 2018,90.7,6.0,7.8,1.6,0.14
1310,Zinnwald,greisen,Müller et al. 2018,233.2,3.3,7.6,1.2,0.1
1311,Zinnwald,greisen,Müller et al. 2018,97.4,5.9,13.3,1.6,0.06
1312,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,232.0,7.1,4.6,1.08,0.19
1313,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,236.0,9.0,14.3,1.12,0.1
1314,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,132.0,8.6,14.1,2.91,0.06
1315,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,333.0,9.4,11.0,1.65,0.16
1316,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,212.0,6.7,9.0,1.84,0.17
1317,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,284.0,5.9,17.0,1.26,0.2
1318,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,313.0,5.8,19.2,1.6,0.2
1319,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,295.0,9.1,14.8,1.35,0.07
1320,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,299.0,5.2,23.5,1.53,0.08
1321,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,243.0,8.5,18.3,1.48,0.09
1322,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,258.0,5.7,26.0,1.65,0.08
1326,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,276.0,6.0,8.23,1.95,0.12
1330,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,269.0,9.4,37.0,1.69,0.16
1341,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,87.0,10.8,9.89,1.6,0.06
1342,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,99.0,6.47,5.6,1.86,0.05
1344,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,300.0,9.31,29.3,2.02,0.08
1345,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,264.0,10.5,42.5,1.77,0.05
1346,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,217.0,11.3,37.0,1.61,0.06
1347,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,224.0,11.7,41.4,1.53,0.05
1348,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,207.0,13.6,39.5,1.47,0.09
1349,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,239.0,12.4,24.7,1.51,0.05
1350,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,323.0,9.79,41.0,1.82,0.08
1351,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,258.0,9.97,36.3,1.66,0.05
1352,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,304.0,7.07,40.0,1.82,0.06
1353,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,259.0,8.52,20.1,2.01,0.04
1354,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,96.0,7.55,24.9,2.19,0.13
1355,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,245.0,8.7,23.1,1.89,0.15
1356,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,280.0,6.89,27.2,1.78,0.06
1357,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,418.0,10.9,28.8,1.65,0.06
1358,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,383.0,9.88,32.3,1.74,0.05
1359,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,245.0,9.12,31.2,1.98,0.09
1360,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,422.0,17.0,15.0,2.15,0.08
1361,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,120.0,10.2,13.2,1.92,0.06
1363,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,177.0,26.5,30.6,1.24,0.05
1364,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,188.0,23.8,37.3,1.4,0.05
1365,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,214.0,16.0,30.5,1.34,0.06
1366,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,286.0,9.56,20.2,1.52,0.06
1367,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,319.0,12.1,8.95,1.72,0.1
1368,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,137.0,6.13,12.6,2.15,0.05
1369,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,216.0,8.73,12.4,2.16,0.04
1370,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,212.0,9.98,31.9,1.43,0.05
1371,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,259.0,8.25,36.5,1.62,0.04
1372,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,245.0,7.09,37.2,1.7,0.04
1373,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,262.0,7.87,35.4,1.59,0.05
1374,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,239.0,10.6,28.2,1.51,0.04
1375,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,80.0,7.35,24.8,1.63,0.04
1376,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,235.0,8.7,18.3,1.63,0.1
1377,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,264.0,8.62,29.7,1.65,0.05
1378,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,243.0,6.9,20.2,1.74,0.04
1380,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,311.0,7.12,18.0,1.94,0.04
1383,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,220.0,7.4,42.2,2.07,0.06
1384,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,211.0,4.8,65.1,2.71,0.07
1386,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,324.0,7.3,44.8,2.5,0.1
1389,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,241.0,9.0,18.9,1.96,0.09
1391,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,348.0,9.3,16.5,1.89,0.14
1393,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,154.0,5.2,15.5,1.84,0.17
1394,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,265.0,7.4,14.3,2.02,0.07
1395,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,288.0,6.7,15.5,1.96,0.07
1396,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,250.0,6.6,17.1,1.65,0.08
1397,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,185.0,6.8,16.3,1.53,0.06
1398,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,161.0,7.1,16.9,1.51,0.08
1399,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,195.0,7.7,15.5,1.57,0.09
1400,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,199.0,8.4,18.3,1.61,0.07
1401,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,199.0,8.8,24.1,1.65,0.07
1402,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,256.0,8.7,28.5,1.77,0.08
1403,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,322.0,7.9,24.5,1.8,0.07
1404,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,370.0,6.8,25.1,2.09,0.08
1405,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,182.0,6.1,17.4,2.18,0.07
1406,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,342.0,9.3,15.8,1.98,0.08
1407,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,214.0,8.4,14.5,2.02,0.08
1408,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,184.0,7.7,20.8,1.99,0.08
1409,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,200.0,8.2,26.5,1.97,0.07
1410,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,182.0,5.6,28.7,1.87,0.07
1411,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,228.0,7.1,29.9,1.9,0.06
1412,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,198.0,7.5,24.2,1.82,0.06
1413,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,269.0,8.3,19.6,1.93,0.06
1414,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,228.0,6.6,25.8,2.06,0.06
1415,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,236.0,6.6,22.7,1.89,0.07
1416,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,194.0,6.4,20.3,1.75,0.07
1417,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,187.0,6.3,23.8,1.6,0.08
1418,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,258.0,6.7,10.9,1.76,0.09
1420,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,203.0,7.2,21.5,1.76,0.08
1422,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,213.0,8.0,26.5,1.91,0.12
1423,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,211.0,7.3,23.2,1.88,0.07
1424,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,260.0,6.3,19.4,1.84,0.11
1425,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,199.0,7.7,16.3,1.92,0.07
1432,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,205.0,10.1,16.5,1.45,0.07
1483,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,175.0,11.5,18.1,1.52,0.12
1502,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,124.0,24.0,23.0,0.92,0.47
1506,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,114.0,49.0,15.0,0.86,0.1
1507,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,332.0,4.01,54.0,1.04,2.1
1508,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,66.0,11.7,20.0,1.0,0.56
1509,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,150.0,19.4,37.0,1.86,0.3
1510,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,91.0,15.0,27.0,1.77,0.16
1511,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,87.0,17.8,24.0,1.3,0.08
1512,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,110.0,7.61,25.0,1.96,0.06
1513,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,233.0,17.2,38.0,1.45,0.03
1514,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,234.0,17.4,38.0,1.42,0.07
1515,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,205.0,16.9,26.0,1.37,0.06
1516,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,202.0,15.9,27.0,1.17,0.08
1535,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,198.0,60.0,20.9,0.9,0.209
1536,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,158.0,74.0,19.3,0.72,0.14
1537,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,156.0,46.0,16.0,0.84,0.155
1538,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,143.0,49.0,22.1,0.77,0.052
1541,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,149.0,52.0,23.4,0.8,0.123
1544,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,136.0,73.0,23.5,0.68,0.07
1545,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,138.0,73.0,26.9,0.66,0.121
1569,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,107.0,18.2,4.5,1.46,0.11
1570,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,127.0,15.9,12.8,1.01,0.16
1571,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,235.0,16.7,18.7,1.21,0.07
1576,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,132.0,19.4,26.8,0.95,0.06
1578,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,197.0,20.5,9.2,1.1,0.08
1579,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,310.0,34.1,14.9,0.72,0.07
1580,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,141.0,23.2,9.8,0.85,0.06
1581,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,117.0,27.7,15.5,1.01,0.07
1582,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,109.0,29.2,19.0,1.0,0.07
1583,Cínovec-Zinnwald granite,granite,Breiter et al. 2017,149.0,20.8,12.2,1.19,0.09
1585,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,35.0,0.41,0.88,0.87,0.06
1587,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,32.0,0.44,6.01,0.9,0.08
1588,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,35.0,0.22,4.77,1.13,0.06
1589,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,40.0,0.22,5.94,1.09,0.07
1590,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,75.0,0.46,10.8,1.17,0.08
1591,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,79.0,0.44,11.8,1.24,0.07
1592,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,43.0,0.42,11.9,1.18,0.07
1593,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,90.0,0.41,9.53,1.16,0.07
1594,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,82.0,0.51,6.69,1.11,0.06
1595,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,52.0,0.14,5.51,1.13,0.07
1596,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,35.0,0.1,1.49,1.05,0.08
1597,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,5.6,0.31,0.36,0.94,0.06
1599,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,38.0,0.23,4.85,0.81,0.05
1600,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,46.0,0.39,4.75,0.92,0.05
1601,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,111.0,0.46,3.18,0.96,0.07
1602,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,70.0,0.56,6.57,1.28,0.06
1603,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,119.0,0.22,3.89,1.02,0.05
1606,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,108.0,0.37,3.37,1.26,0.05
1607,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,78.0,0.84,3.41,1.13,0.05
1608,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,24.0,0.3,2.01,0.96,0.08
1609,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,36.0,0.34,3.59,0.84,0.05
1610,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,44.0,0.44,4.2,0.79,0.05
1611,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,42.0,0.24,4.5,0.87,0.06
1612,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,37.0,0.46,1.46,0.88,0.05
1613,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,49.0,0.48,0.52,0.76,0.06
1614,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,24.0,0.3,0.19,0.71,0.05
1615,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,26.0,0.42,0.23,0.7,0.04
1616,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,25.0,0.28,0.53,0.78,0.04
1617,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,28.0,0.31,5.74,0.83,0.05
1618,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,37.0,0.18,5.6,0.82,0.05
1619,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,38.0,0.18,5.75,0.81,0.05
1620,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,42.0,0.28,7.58,0.84,0.04
1621,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,85.0,0.52,8.84,0.86,0.05
1622,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,69.0,0.47,9.22,0.92,0.06
1623,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,68.0,0.5,8.98,0.96,0.06
1624,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,68.0,0.51,6.92,0.94,0.05
1625,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,21.0,0.45,3.33,0.96,0.05
1627,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,60.0,0.53,1.61,1.03,0.05
1631,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,57.0,4.53,7.78,1.2,0.13
1632,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,102.0,0.33,12.4,0.88,0.05
1633,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,105.0,16.0,6.94,1.45,0.07
1634,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,108.0,12.8,5.53,1.73,0.08
1635,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,105.0,0.34,0.41,1.03,0.29
1636,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,98.0,0.35,1.27,1.01,0.1
1637,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,115.0,16.6,7.82,1.77,0.08
1638,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,91.0,12.2,8.98,1.47,0.09
1639,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,21.0,0.39,1.94,0.86,0.06
1640,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,89.0,0.34,5.56,1.08,0.09
1641,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,43.0,2.65,0.5,1.06,0.14
1642,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,11.0,0.3,2.91,1.12,0.12
1643,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,43.0,4.37,1.9,1.61,0.11
1644,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,55.0,0.37,0.31,1.1,0.16
1645,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,57.0,0.36,1.02,0.96,0.09
1646,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,101.0,14.1,5.2,1.76,0.09
1647,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,105.0,15.2,4.3,1.54,0.1
1648,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,110.0,12.3,4.51,1.54,0.09
1650,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,86.0,14.0,4.53,1.48,0.08
1652,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,26.0,0.17,1.12,0.9,0.09
1653,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,45.0,0.23,5.66,0.97,0.09
1654,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,14.0,0.2,0.27,0.96,0.09
1657,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,11.0,0.24,0.25,1.02,0.1
1658,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,10.0,0.21,1.31,1.13,0.09
1659,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,51.0,16.6,2.03,1.82,0.11
1660,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,53.0,11.8,1.64,1.59,0.08
1661,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,93.0,16.8,2.93,1.65,0.1
1662,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,48.0,0.37,1.35,0.89,0.23
1663,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,53.0,0.36,1.8,0.98,0.09
1664,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,45.0,9.8,0.94,1.55,0.11
1665,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,55.0,7.84,1.22,1.5,0.09
1666,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,33.0,8.54,1.18,1.56,0.08
1667,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,33.0,7.71,0.69,1.46,0.11
1668,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,39.0,8.02,1.37,1.44,0.12
1669,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,18.0,0.38,1.58,1.07,0.09
1670,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,54.0,0.23,2.48,0.85,0.21
1671,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,45.0,0.23,1.88,0.92,0.11
1672,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,40.0,8.58,3.92,1.51,0.08
1673,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,41.0,0.29,3.85,1.08,0.09
1674,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,36.0,0.32,0.46,1.03,0.1
1675,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,17.0,0.3,1.78,1.39,0.24
1677,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,15.0,0.3,3.48,1.27,0.12
1679,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,63.0,1.5,3.38,1.44,0.14
1680,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,64.0,0.3,1.82,1.41,0.17
1681,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,34.0,1.37,5.53,2.23,0.52
1682,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,46.0,0.68,3.52,1.55,0.33
1683,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,82.0,0.3,2.86,1.23,0.27
1684,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,21.0,0.53,1.45,1.22,0.14
1685,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,111.0,0.3,16.4,1.75,0.11
1686,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,161.0,0.3,11.7,1.72,0.11
1687,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,74.0,0.3,0.41,1.05,0.13
1688,Cínovec-Zinnwald greisen,greisen,Breiter et al 2017,58.0,1.38,1.27,0.92,0.27
